ad_budget,num_leads,leads_answered,leads_not_answered,followup_1,followup_2,followup_3,followup_4,followup_5,not_closed,closed,calls_to_closed,calls_to_not_closed,customer_acquisition_cost,ltv_months,purchased,upsell,cumulative_profit,referred
500,13,5,8,3,2,2,2,1,1,0,0,4,0,24.0,0,0,0.0,No
5000,54,38,16,32,22,18,16,11,8,3,2,3,1666,41.0,1,1,32476.0,Yes
15000,96,52,44,39,29,23,20,16,11,5,6,2,3000,3.0,1,0,1037.0,No
2500,35,23,12,17,13,11,10,7,4,3,2,5,833,39.0,1,1,29969.0,Yes
2000,27,14,13,11,9,7,6,5,2,3,2,4,666,40.0,1,0,22781.0,No
5000,47,31,16,24,18,15,14,10,5,5,4,4,1000,21.0,1,1,16265.0,Yes
7000,66,38,28,30,22,18,16,13,9,4,4,4,1750,17.0,1,0,6346.0,No
4000,45,31,14,22,16,13,12,9,5,4,2,5,1000,38.0,1,0,21290.0,No
15000,103,52,51,42,33,26,23,16,11,5,4,3,3000,16.0,1,1,9322.0,No
800,17,9,8,7,5,4,4,3,2,1,4,4,800,19.0,1,1,9311.0,No
3000,36,22,14,17,12,10,9,7,5,2,2,4,1500,36.0,1,0,19020.0,Yes
6000,59,34,25,28,21,17,15,10,8,2,4,4,3000,19.0,1,0,6176.0,No
10000,74,50,24,36,30,24,22,13,9,4,4,5,2500,17.0,1,1,11797.0,No
1500,27,15,12,12,9,7,6,4,3,1,7,3,1500,9.0,1,0,2201.0,No
7000,59,33,26,26,19,14,13,10,6,4,4,2,1750,17.0,1,1,10843.0,No
4000,45,30,15,25,19,16,14,9,6,3,2,3,1333,36.0,1,1,26109.0,Yes
2500,32,21,11,17,12,10,9,7,4,3,3,5,833,32.0,1,0,17531.0,Yes
1500,26,14,12,11,8,7,6,4,3,1,6,4,1500,7.0,1,1,3340.0,No
10000,78,44,34,36,30,23,21,15,10,5,5,2,2000,12.0,1,0,4030.0,No
1500,24,16,8,12,9,7,6,4,3,1,7,4,1500,7.0,1,0,1811.0,No
2000,32,18,14,14,10,9,8,5,3,2,4,4,1000,21.0,1,0,11768.0,No
2000,30,15,15,11,8,6,5,4,2,2,3,5,1000,30.0,1,1,24326.0,Yes
10000,82,55,27,41,30,24,21,16,11,5,5,5,2000,7.0,1,0,2924.0,No
5000,49,34,15,27,21,16,14,9,6,3,2,7,1666,35.0,1,1,27380.0,Yes
7000,59,34,25,27,20,16,14,10,6,4,4,3,1750,12.0,1,0,3924.0,No
2000,30,16,14,12,9,7,7,5,2,3,3,2,666,29.0,1,1,23578.0,Yes
4000,45,31,14,24,17,13,11,9,6,3,2,5,1333,33.0,1,1,25571.0,Yes
4000,48,32,16,25,18,15,13,9,6,3,2,5,1333,38.0,1,1,28142.0,Yes
8000,69,37,32,29,21,15,14,9,6,3,3,3,2666,26.0,1,1,14836.0,No
10000,81,56,25,45,34,27,25,19,14,5,6,3,2000,7.0,0,0,0.0,No
500,12,5,7,3,3,2,2,1,0,1,6,0,500,7.0,1,0,1940.0,Yes
5000,59,43,16,32,24,21,19,13,8,5,2,6,1000,34.0,1,1,25420.0,Yes
800,17,9,8,7,5,4,4,2,1,1,6,3,800,7.0,1,0,1490.0,No
4000,48,30,18,23,18,15,14,10,6,4,3,4,1000,28.0,1,1,20620.0,No
2000,29,18,11,14,11,9,8,6,3,3,2,2,666,31.0,1,1,23541.0,Yes
2000,31,17,14,13,10,7,7,5,3,2,2,4,1000,41.0,1,0,21364.0,Yes
2500,32,19,13,15,11,9,8,6,3,3,3,4,833,28.0,1,0,,Yes
4000,47,31,16,25,19,15,13,9,5,4,2,5,1000,36.0,1,1,26947.0,No
2000,29,17,12,12,9,7,7,4,2,2,2,3,1000,38.0,1,1,28064.0,No
6000,59,35,24,30,21,18,15,10,7,3,4,5,2000,19.0,1,0,7186.0,Yes
2500,36,24,12,19,13,11,10,7,4,3,3,3,833,34.0,1,0,16038.0,No
800,16,8,8,6,4,3,3,2,1,1,6,4,800,6.0,1,0,1610.0,No
7000,62,38,24,31,24,19,18,12,7,5,4,6,1400,16.0,1,0,6386.0,No
2000,31,16,15,12,9,7,6,4,2,2,2,6,1000,38.0,1,1,27679.0,Yes
2500,39,27,12,22,16,13,12,8,5,3,2,6,833,37.0,1,1,29903.0,No
5000,52,35,17,28,21,17,15,10,5,5,3,4,1000,25.0,1,1,18428.0,Yes
2000,31,14,17,10,8,6,5,4,3,1,2,4,2000,37.0,1,0,18730.0,No
800,17,8,9,6,4,3,3,2,1,1,5,4,800,13.0,1,0,3293.0,No
2500,39,27,12,23,17,15,13,9,5,4,3,4,625,32.0,1,0,16213.0,No
12000,80,44,36,36,27,24,21,15,11,4,5,4,3000,14.0,1,0,4734.0,No
5000,53,37,16,28,19,16,14,9,5,4,2,3,1250,32.0,1,0,16150.0,No
5000,47,30,17,23,18,14,12,8,4,4,2,3,1250,33.0,1,1,25820.0,Yes
5000,45,31,14,23,18,15,13,8,4,4,3,3,1250,32.0,1,1,24477.0,Yes
1500,26,13,13,9,7,5,5,3,2,1,5,5,1500,12.0,1,0,2315.0,No
2500,35,24,11,19,13,11,10,7,4,3,2,5,833,35.0,1,0,17470.0,No
6000,58,40,18,28,23,18,17,12,8,4,5,7,1500,8.0,1,0,2509.0,No
1000,20,9,11,7,5,4,3,2,2,0,0,4,0,2.0,0,0,0.0,Yes
2000,36,19,17,15,11,9,8,6,3,3,2,3,666,38.0,1,1,29463.0,No
2000,30,16,14,13,10,8,7,5,2,3,2,4,666,37.0,0,0,0.0,No
2500,36,24,12,20,16,13,12,9,6,3,2,4,833,37.0,1,1,27947.0,No
20000,117,59,58,44,32,26,23,16,13,3,5,6,6666,13.0,1,0,5228.0,Yes
800,17,8,9,6,4,3,3,2,2,0,0,5,0,2.0,0,0,0.0,No
3000,38,27,11,22,16,13,12,9,6,3,2,3,1000,34.0,1,1,24541.0,Yes
1500,25,15,10,12,9,7,6,4,2,2,6,4,750,10.0,1,0,2783.0,No
15000,113,54,59,43,32,26,24,17,12,5,4,3,3000,19.0,1,0,6931.0,No
1000,21,11,10,9,6,5,5,3,2,1,5,5,1000,15.0,1,1,8141.0,No
2500,35,25,10,21,16,13,11,8,4,4,2,3,625,38.0,1,1,29884.0,No
6000,50,32,18,25,19,16,14,9,6,3,6,3,2000,5.0,1,0,1959.0,No
5000,51,35,16,28,22,19,16,12,8,4,3,2,1250,27.0,1,1,18455.0,Yes
2500,40,27,13,21,14,11,10,8,5,3,3,5,833,32.0,1,1,24740.0,Yes
2500,34,24,10,19,15,12,11,8,4,4,2,5,625,32.0,1,0,17198.0,Yes
2500,37,28,9,21,15,12,10,8,4,4,2,3,625,39.0,1,0,20896.0,No
2000,33,17,16,13,11,8,7,5,3,2,1,4,1000,37.0,1,1,,Yes
1500,26,16,10,12,10,8,7,5,4,1,6,4,1500,6.0,1,0,1566.0,Yes
3000,37,25,12,19,14,11,11,8,4,4,3,4,750,24.0,1,0,13235.0,No
2000,26,14,12,10,8,6,6,4,2,2,2,3,1000,34.0,1,1,26100.0,Yes
2000,31,16,15,13,9,7,6,5,2,3,3,3,666,28.0,0,0,0.0,No
5000,50,33,17,26,19,15,14,10,7,3,3,5,1666,24.0,1,1,19040.0,Yes
15000,103,52,51,40,30,24,22,14,10,4,5,1,3750,7.0,1,0,2592.0,No
4000,42,27,15,22,17,13,11,8,4,4,2,5,1000,35.0,1,1,25017.0,Yes
1000,19,8,11,6,4,3,3,2,2,0,0,4,0,9.0,0,0,0.0,No
1000,20,9,11,6,4,4,3,2,1,1,6,6,1000,6.0,1,1,3032.0,No
15000,104,55,49,45,35,29,26,20,12,8,4,4,1875,16.0,1,1,9164.0,No
2000,28,16,12,12,9,7,6,5,3,2,2,4,1000,37.0,1,1,25562.0,No
1000,21,9,12,7,5,4,3,2,2,0,0,3,0,3.0,0,0,0.0,No
4000,44,27,17,22,16,14,13,9,6,3,3,4,1333,28.0,1,1,21179.0,Yes
4000,41,28,13,21,15,12,11,8,4,4,2,3,1000,43.0,1,0,24361.0,No
5000,52,33,19,26,19,16,15,10,5,5,3,3,1000,30.0,1,1,21503.0,Yes
2000,30,18,12,15,11,9,8,6,3,3,3,3,666,28.0,1,1,22139.0,Yes
500,13,6,7,4,3,2,2,1,0,1,6,0,500,5.0,1,0,1166.0,No
15000,110,63,47,52,36,30,27,22,15,7,4,3,2142,18.0,1,1,9274.0,Yes
2000,30,19,11,14,10,8,7,5,3,2,2,4,1000,31.0,1,1,22182.0,No
5000,52,34,18,27,20,16,15,11,6,5,2,4,1000,34.0,1,1,25152.0,Yes
5000,49,32,17,25,20,15,14,10,6,4,2,5,1250,32.0,1,1,24073.0,Yes
4000,48,34,14,25,19,15,14,10,5,5,3,4,800,29.0,1,1,21126.0,No
2000,30,18,12,14,10,8,7,5,3,2,2,3,1000,40.0,1,1,29152.0,Yes
2000,29,16,13,13,11,8,7,6,3,3,2,2,666,35.0,1,1,24849.0,Yes
4000,41,30,11,24,18,15,13,8,5,3,3,3,1333,29.0,1,0,14031.0,No
10000,87,53,34,43,33,25,22,16,11,5,5,5,2000,12.0,1,0,5036.0,No
12000,83,45,38,35,26,21,19,13,9,4,5,5,3000,12.0,1,0,4198.0,No
1000,19,9,10,7,5,4,4,3,2,1,6,5,1000,7.0,1,0,1857.0,No
1500,26,14,12,11,8,6,6,4,2,2,6,5,750,7.0,1,0,1852.0,No
12000,83,45,38,37,26,21,19,13,9,4,5,5,3000,13.0,1,0,4885.0,No
6000,53,35,18,27,21,16,14,11,8,3,4,4,2000,24.0,1,0,9648.0,Yes
10000,70,44,26,35,25,22,20,15,11,4,5,6,2500,12.0,1,0,3966.0,No
1500,26,15,11,11,8,7,6,4,3,1,7,4,1500,8.0,1,0,1925.0,No
4000,44,29,15,23,16,14,12,8,4,4,2,6,1000,40.0,1,1,28858.0,Yes
5000,62,42,20,31,23,19,18,12,6,6,2,3,833,39.0,1,1,27997.0,No
5000,49,34,15,28,20,16,14,10,5,5,4,3,1000,22.0,1,1,15980.0,Yes
2500,33,23,10,19,14,11,10,8,4,4,2,4,625,39.0,1,0,22408.0,No
500,12,5,7,4,3,2,2,1,0,1,7,0,500,5.0,1,0,1215.0,No
4000,47,32,15,24,20,16,14,9,6,3,1,4,1333,36.0,1,0,18345.0,Yes
2000,29,17,12,12,10,8,7,5,3,2,2,5,1000,41.0,1,0,21660.0,No
3000,40,25,15,20,15,13,12,7,3,4,3,4,750,30.0,1,0,15876.0,No
15000,96,53,43,43,34,29,26,16,12,4,5,3,3750,8.0,1,0,2488.0,Yes
2500,32,18,14,15,11,9,8,5,4,1,3,4,2500,30.0,1,0,16182.0,No
8000,62,39,23,33,25,20,16,11,9,2,5,5,4000,12.0,0,0,0.0,No
1500,22,13,9,10,7,6,5,3,1,2,6,4,750,8.0,1,0,2020.0,Yes
5000,51,36,15,28,22,18,15,11,6,5,2,2,1000,35.0,1,1,25884.0,Yes
15000,100,53,47,42,31,27,25,19,13,6,5,6,2500,14.0,0,0,0.0,No
1000,19,9,10,7,5,4,4,2,2,0,0,4,0,,0,0,0.0,No
500,14,7,7,5,4,3,2,2,2,0,0,5,0,4.0,0,0,0.0,No
2500,37,27,10,22,16,13,12,8,5,3,3,5,833,35.0,1,0,19011.0,No
1000,19,9,10,7,5,4,3,2,1,1,7,5,1000,6.0,1,0,1760.0,No
6000,52,32,20,26,22,19,18,13,9,4,4,3,1500,23.0,1,1,13912.0,Yes
12000,86,51,35,41,30,23,21,15,10,5,5,3,2400,12.0,1,0,3858.0,No
2500,33,20,13,15,11,9,8,5,3,2,3,6,1250,31.0,1,0,14918.0,No
2000,29,16,13,12,9,7,6,4,2,2,3,3,1000,26.0,1,1,17769.0,Yes
2500,33,24,9,19,14,13,11,8,4,4,2,4,625,35.0,0,0,0.0,No
6000,56,36,20,28,22,17,16,11,8,3,5,6,2000,11.0,1,0,4274.0,No
500,13,6,7,5,3,3,2,1,0,1,5,0,500,13.0,1,1,7264.0,No
4000,44,27,17,21,15,12,10,8,4,4,2,4,1000,38.0,1,1,29903.0,Yes
4000,46,31,15,24,18,15,13,9,4,5,2,5,800,32.0,1,0,16343.0,No
5000,54,35,19,27,20,15,14,10,5,5,2,4,1000,37.0,1,1,26294.0,Yes
2000,28,16,12,12,9,7,6,5,2,3,2,4,666,32.0,1,0,16757.0,No
6000,63,37,26,31,23,19,17,13,8,5,5,4,1200,9.0,0,0,0.0,No
1000,19,8,11,6,5,3,3,2,1,1,6,3,1000,8.0,1,0,1840.0,No
1500,23,11,12,9,6,5,4,3,2,1,6,4,1500,6.0,1,0,1256.0,No
10000,82,54,28,41,31,25,21,15,11,4,4,5,2500,18.0,1,1,10991.0,Yes
6000,56,33,23,25,20,16,14,10,7,3,6,4,2000,8.0,1,0,2894.0,No
500,13,6,7,4,3,3,2,1,0,1,7,0,500,7.0,1,0,1779.0,No
2000,26,15,11,11,9,7,6,5,2,3,2,3,666,35.0,1,1,25782.0,No
1500,27,14,13,12,8,7,6,4,2,2,5,6,750,14.0,1,0,4242.0,No
2000,31,16,15,13,10,8,7,5,3,2,2,4,1000,39.0,1,0,16214.0,No
2000,27,14,13,11,8,6,5,4,2,2,3,4,1000,25.0,1,0,12746.0,Yes
800,16,7,9,5,4,3,3,2,2,0,0,5,0,5.0,0,0,0.0,No
3000,42,29,13,23,19,16,14,11,6,5,2,4,600,37.0,1,0,17628.0,Yes
6000,56,32,24,25,18,15,14,10,6,4,6,5,1500,4.0,1,0,1483.0,No
4000,44,32,12,25,19,16,15,10,6,4,3,2,1000,27.0,1,1,19835.0,Yes
5000,45,32,13,25,18,15,13,9,6,3,2,3,1666,34.0,1,1,24317.0,Yes
1000,19,10,9,8,6,5,4,3,2,1,6,3,1000,6.0,1,0,1519.0,No
15000,101,55,46,42,32,26,22,16,12,4,5,2,3750,14.0,1,0,4958.0,No
8000,73,49,24,39,29,26,24,16,11,5,4,3,1600,20.0,1,0,7673.0,No
7000,59,36,23,30,21,17,16,13,10,3,6,4,2333,4.0,1,0,1792.0,No
8000,63,38,25,31,23,19,17,11,8,3,5,3,2666,13.0,1,0,4770.0,Yes
12000,92,51,41,41,30,23,21,15,10,5,5,3,2400,9.0,1,0,3405.0,No
4000,49,34,15,26,19,16,15,10,6,4,3,4,1000,33.0,1,1,24213.0,Yes
1500,23,13,10,10,8,6,6,4,3,1,5,4,1500,18.0,1,1,8349.0,No
4000,49,32,17,25,18,15,13,10,6,4,2,4,1000,37.0,1,1,26084.0,Yes
6000,59,35,24,29,21,16,14,10,7,3,4,3,2000,19.0,1,0,6721.0,No
6000,63,40,23,31,22,18,16,11,8,3,4,4,2000,16.0,1,0,5249.0,No
3000,38,26,12,21,16,13,11,8,4,4,3,3,750,29.0,1,0,13707.0,No
800,14,6,8,4,3,2,2,2,1,1,6,4,800,5.0,1,0,1325.0,No
2500,34,20,14,15,10,9,8,6,4,2,2,3,1250,35.0,1,1,24966.0,Yes
12000,95,51,44,40,28,22,20,14,11,3,5,4,4000,18.0,1,1,10246.0,No
4000,43,30,13,25,18,14,13,9,6,3,3,3,1333,32.0,0,0,0.0,No
3000,38,28,10,23,17,15,14,10,5,5,2,3,600,39.0,1,1,27863.0,Yes
2000,30,15,15,12,9,8,7,4,3,1,2,5,2000,35.0,1,0,19185.0,Yes
2500,28,18,10,15,11,9,8,5,3,2,2,5,1250,38.0,1,1,27729.0,No
10000,88,53,35,41,30,24,22,16,11,5,5,4,2000,9.0,1,0,3469.0,No
5000,50,36,14,28,20,17,15,10,6,4,2,4,1250,38.0,1,1,28160.0,Yes
7000,66,40,26,31,22,18,16,11,9,2,4,4,3500,19.0,1,0,7556.0,No
3000,38,24,14,19,14,12,11,9,4,5,2,5,600,35.0,0,0,0.0,No
5000,57,40,17,29,20,15,14,11,6,5,2,4,1000,37.0,1,0,17780.0,Yes
2000,31,17,14,12,9,8,7,5,3,2,3,4,1000,26.0,1,1,21155.0,No
5000,52,32,20,25,19,15,13,8,4,4,2,5,1250,32.0,1,1,24210.0,Yes
2500,33,21,12,16,12,10,9,7,4,3,2,3,833,40.0,1,1,28046.0,Yes
3000,40,29,11,23,18,14,13,9,5,4,2,4,750,38.0,1,1,27633.0,Yes
5000,47,32,15,25,19,16,14,10,7,3,3,3,1666,29.0,1,1,21391.0,No
12000,93,51,42,42,33,27,24,16,11,5,4,5,2400,20.0,1,0,6517.0,Yes
800,16,7,9,5,4,3,3,2,1,1,7,5,800,6.0,1,0,1579.0,No
8000,75,47,28,39,29,25,22,14,10,4,5,3,2000,16.0,1,0,5436.0,Yes
2000,30,17,13,13,9,7,6,5,3,2,2,3,1000,40.0,1,0,23043.0,Yes
3000,40,27,13,22,17,15,14,10,5,5,3,4,600,28.0,1,0,14729.0,Yes
500,13,6,7,5,3,3,2,1,0,1,7,0,500,5.0,1,0,1388.0,No
2000,27,16,11,12,9,7,6,4,3,1,2,5,2000,32.0,1,1,24228.0,Yes
3000,37,25,12,20,14,11,10,7,4,3,2,4,1000,41.0,1,1,31559.0,Yes
800,18,8,10,6,4,3,3,2,2,0,0,3,0,1.0,0,0,0.0,No
3000,39,25,14,19,15,13,12,9,4,5,3,3,600,29.0,0,0,0.0,No
12000,96,45,51,37,29,24,21,15,11,4,4,5,3000,17.0,1,0,6320.0,Yes
1000,20,11,9,9,7,5,5,3,2,1,6,5,1000,10.0,1,0,2749.0,No
6000,55,35,20,28,21,17,15,11,8,3,5,3,2000,14.0,1,0,4773.0,No
2500,33,21,12,17,12,10,9,6,4,2,3,4,1250,24.0,1,1,,Yes
5000,53,35,18,27,20,17,15,11,7,4,1,4,1250,40.0,1,1,31244.0,Yes
2000,26,14,12,11,8,6,6,4,2,2,2,6,1000,32.0,1,0,17110.0,No
1500,28,17,11,13,10,8,7,4,3,1,6,4,1500,6.0,1,0,1498.0,No
1500,26,13,13,10,8,6,6,4,3,1,9,3,1500,5.0,1,0,1135.0,No
1000,21,10,11,7,5,4,4,3,2,1,7,3,1000,6.0,1,0,1666.0,No
1500,23,13,10,10,8,6,5,3,3,0,0,3,0,7.0,0,0,0.0,No
5000,56,39,17,33,25,20,18,12,5,7,2,5,714,39.0,1,1,30418.0,No
10000,91,56,35,42,31,25,23,16,11,5,5,5,2000,9.0,1,0,3213.0,Yes
7000,59,32,27,25,21,17,15,11,8,3,4,4,2333,21.0,1,0,7871.0,No
5000,55,36,19,28,20,16,14,10,7,3,3,1,1666,27.0,1,1,19977.0,Yes
1000,20,9,11,7,5,4,3,2,1,1,5,3,1000,15.0,1,1,6464.0,No
2000,27,15,12,11,8,6,6,4,3,1,2,4,2000,36.0,1,0,18881.0,No
2000,31,19,12,15,12,9,7,5,3,2,3,4,1000,29.0,1,1,21635.0,Yes
2000,32,16,16,12,9,8,7,4,2,2,2,4,1000,40.0,1,1,29117.0,Yes
3000,37,23,14,17,13,10,9,7,4,3,3,3,1000,27.0,1,1,21058.0,Yes
3000,41,26,15,21,16,13,11,8,5,3,2,4,1000,35.0,1,0,17654.0,Yes
2500,31,20,11,14,11,8,7,5,2,3,3,3,833,33.0,0,0,0.0,No
2500,31,21,10,16,11,9,8,6,4,2,3,4,1250,27.0,1,1,19520.0,Yes
8000,70,42,28,32,23,20,18,12,9,3,5,3,2666,15.0,1,1,8609.0,No
7000,64,40,24,33,23,18,16,12,8,4,5,5,1750,11.0,1,0,4171.0,No
2000,29,16,13,11,8,7,6,4,3,1,2,4,2000,39.0,1,0,21819.0,No
12000,94,52,42,43,33,28,25,20,14,6,5,4,2000,12.0,1,0,4660.0,No
15000,105,61,44,46,35,29,26,20,14,6,4,5,2500,18.0,1,1,9204.0,No
2000,32,17,15,14,10,8,7,5,3,2,2,4,1000,35.0,1,0,20618.0,Yes
2500,34,24,10,19,14,12,10,8,5,3,2,3,833,34.0,1,0,18377.0,No
3000,40,27,13,20,16,14,13,10,5,5,2,5,600,35.0,1,1,27044.0,Yes
12000,87,51,36,39,29,22,20,15,11,4,4,4,3000,19.0,1,0,6873.0,No
10000,90,55,35,46,32,25,23,15,11,4,4,4,2500,21.0,1,0,7307.0,Yes
1000,19,9,10,6,5,4,3,3,1,2,4,3,500,16.0,1,1,7996.0,No
2500,39,26,13,19,14,12,11,8,4,4,2,5,625,37.0,1,1,26122.0,Yes
4000,46,31,15,25,18,17,15,11,6,5,2,5,800,33.0,1,1,24371.0,Yes
3000,35,24,11,18,13,10,9,6,4,2,2,3,1500,42.0,1,0,141533.0,Yes
1500,27,16,11,13,10,8,7,5,4,1,5,5,1500,15.0,1,0,4257.0,No
8000,70,39,31,31,24,19,17,13,8,5,5,4,1600,13.0,1,1,8075.0,No
5000,55,40,15,31,23,18,17,10,7,3,2,3,1666,34.0,1,0,17314.0,No
8000,75,40,35,33,26,21,18,14,11,3,5,4,2666,12.0,1,0,4157.0,No
8000,71,42,29,33,25,19,17,12,9,3,5,3,2666,10.0,1,0,4028.0,No
6000,57,35,22,27,20,17,15,10,7,3,4,5,2000,15.0,1,1,7857.0,No
2500,37,25,12,20,14,11,9,7,3,4,2,3,625,40.0,1,1,29793.0,Yes
4000,46,34,12,26,19,16,14,9,4,5,3,6,800,30.0,1,1,,Yes
1500,26,13,13,10,7,6,5,4,2,2,6,4,750,6.0,1,0,1788.0,No
5000,46,30,16,23,17,14,13,9,5,4,3,2,1250,31.0,1,1,22671.0,No
1500,26,12,14,9,7,6,5,4,3,1,6,2,1500,8.0,1,1,4218.0,No
5000,50,34,16,26,19,15,14,11,6,5,2,4,1000,39.0,1,1,27990.0,Yes
2000,33,19,14,14,9,8,7,5,3,2,2,5,1000,38.0,1,1,30196.0,Yes
1000,20,11,9,9,6,5,5,3,3,0,0,5,0,5.0,0,0,0.0,No
1500,26,15,11,11,8,6,6,4,2,2,6,4,750,6.0,1,0,1272.0,No
500,13,7,6,5,4,3,2,2,1,1,6,3,500,4.0,1,0,1086.0,No
6000,55,35,20,29,23,18,16,10,6,4,4,4,1500,16.0,1,1,9130.0,No
6000,64,38,26,30,22,18,16,10,7,3,5,4,2000,14.0,1,0,3988.0,No
3000,43,26,17,21,16,13,11,8,4,4,3,5,750,26.0,1,0,14048.0,No
1500,26,15,11,11,8,7,6,4,3,1,7,5,1500,6.0,1,0,1710.0,No
1000,22,9,13,6,5,4,3,2,2,0,0,5,0,3.0,0,0,0.0,No
500,12,6,6,5,4,3,3,2,2,0,0,5,0,8.0,0,0,0.0,No
1500,24,13,11,10,8,6,6,4,3,1,3,5,1500,25.0,1,1,10164.0,Yes
10000,80,53,27,44,33,28,25,16,11,5,5,2,2000,11.0,1,0,4212.0,No
2000,31,17,14,13,9,7,6,4,2,2,2,3,1000,33.0,1,0,17836.0,No
2500,34,23,11,18,12,10,9,7,5,2,2,3,1250,29.0,1,0,14266.0,Yes
1000,20,10,10,8,5,4,4,2,1,1,5,3,1000,12.0,1,0,3329.0,No
2000,31,17,14,13,10,8,7,5,3,2,3,4,1000,30.0,1,1,22716.0,Yes
3000,36,23,13,17,13,10,9,6,3,3,2,3,1000,38.0,1,1,29685.0,Yes
4000,47,32,15,27,21,16,15,11,6,5,3,3,800,30.0,1,1,22486.0,Yes
2000,32,17,15,12,9,7,6,5,2,3,2,4,666,35.0,1,1,25625.0,Yes
800,17,7,10,5,4,3,3,2,2,0,0,2,0,1.0,0,0,0.0,No
2500,37,26,11,20,15,11,11,7,5,2,2,4,1250,38.0,1,1,29797.0,Yes
2000,28,17,11,13,10,8,7,5,2,3,2,5,666,40.0,1,1,28999.0,Yes
1500,26,15,11,11,8,6,5,4,3,1,5,3,1500,17.0,1,1,8916.0,Yes
15000,95,58,37,48,34,30,27,20,13,7,6,5,2142,6.0,1,0,2171.0,No
4000,43,28,15,22,17,14,12,9,6,3,2,3,1333,43.0,1,1,29507.0,Yes
4000,44,32,12,25,18,14,13,9,5,4,2,4,1000,42.0,1,0,20542.0,Yes
2500,33,22,11,18,14,12,11,7,4,3,2,3,833,35.0,1,1,23910.0,No
2500,33,21,12,17,13,10,9,7,4,3,2,4,833,40.0,1,0,19895.0,Yes
4000,45,33,12,26,19,16,14,10,5,5,2,4,800,43.0,1,1,31293.0,No
5000,55,39,16,32,23,19,17,12,8,4,2,4,1250,40.0,0,0,0.0,No
5000,52,35,17,28,21,18,16,11,7,4,2,3,1250,34.0,1,1,27611.0,Yes
1500,23,14,9,11,8,6,5,4,3,1,6,5,1500,9.0,1,0,2108.0,No
3000,41,27,14,21,15,12,11,8,3,5,2,5,600,31.0,1,1,23538.0,Yes
2500,33,23,10,18,13,10,9,6,3,3,2,4,833,34.0,1,1,26617.0,Yes
10000,80,41,39,31,24,19,17,12,9,3,5,4,3333,10.0,1,0,3249.0,No
5000,54,34,20,28,22,17,15,11,5,6,2,4,833,37.0,0,0,0.0,No
3000,39,28,11,23,17,14,13,9,6,3,3,3,1000,28.0,1,1,21759.0,No
1000,21,10,11,7,5,4,4,3,2,1,6,4,1000,9.0,1,0,2564.0,No
4000,47,32,15,26,19,15,14,10,6,4,3,5,1000,28.0,1,1,20003.0,Yes
1000,19,8,11,6,4,4,3,2,1,1,5,6,1000,13.0,1,0,3154.0,No
2000,34,22,12,18,14,12,10,7,4,3,2,5,666,39.0,1,1,28816.0,No
1500,26,16,10,12,9,7,6,5,4,1,6,3,1500,7.0,1,0,1720.0,No
5000,52,34,18,27,20,17,15,11,7,4,2,4,1250,36.0,1,0,19731.0,No
1500,27,15,12,12,8,6,5,3,1,2,6,4,750,8.0,1,0,2104.0,No
2500,35,25,10,20,15,11,10,7,4,3,3,5,833,30.0,1,0,14953.0,Yes
10000,82,57,25,43,29,24,22,15,12,3,4,3,3333,16.0,1,0,5832.0,No
1500,29,17,12,13,10,8,7,5,3,2,5,5,750,13.0,1,1,7120.0,Yes
3000,38,29,9,21,16,13,12,8,4,4,3,3,750,23.0,1,1,16332.0,No
2500,34,21,13,16,12,11,9,7,4,3,2,4,833,35.0,1,1,26686.0,Yes
500,13,6,7,4,3,2,2,1,1,0,0,3,0,7.0,0,0,0.0,No
7000,69,39,30,30,23,18,15,10,7,3,5,2,2333,10.0,1,0,3615.0,No
800,16,8,8,6,4,4,3,2,2,0,0,3,0,1.0,0,0,0.0,No
3000,34,23,11,18,13,11,10,7,4,3,2,4,1000,35.0,1,1,26254.0,Yes
4000,44,29,15,22,17,14,13,9,5,4,2,5,1000,35.0,1,0,17314.0,No
4000,41,29,12,22,16,14,13,9,5,4,2,3,1000,36.0,1,1,26101.0,No
5000,51,37,14,30,21,16,15,10,5,5,3,3,1000,26.0,1,1,20715.0,Yes
2000,31,16,15,12,9,8,7,4,2,2,3,3,1000,30.0,1,0,14933.0,No
500,12,5,7,3,2,2,1,1,0,1,5,0,500,8.0,1,0,2399.0,No
6000,54,35,19,25,20,16,14,11,8,3,4,4,2000,14.0,1,0,4477.0,No
3000,39,25,14,19,14,12,11,8,4,4,2,4,750,43.0,1,1,32884.0,Yes
8000,73,42,31,31,23,18,17,12,9,3,5,4,2666,13.0,1,1,7871.0,No
8000,63,41,22,33,24,19,17,11,7,4,5,2,2000,13.0,1,0,5068.0,No
8000,73,41,32,31,26,20,18,13,8,5,4,3,1600,17.0,1,1,9658.0,No
3000,40,26,14,19,15,13,11,7,4,3,2,3,1000,33.0,1,1,23468.0,Yes
2000,32,18,14,14,11,9,8,6,4,2,2,5,1000,38.0,1,1,30309.0,Yes
7000,69,41,28,33,23,19,17,12,8,4,5,2,1750,13.0,1,0,5214.0,No
3000,44,31,13,23,17,15,14,9,6,3,2,5,1000,37.0,1,1,28259.0,Yes
1500,25,13,12,10,8,7,6,4,2,2,6,4,750,7.0,1,0,1529.0,No
8000,70,47,23,39,31,26,24,17,12,5,5,2,1600,15.0,1,1,8339.0,No
10000,78,47,31,35,24,19,17,14,10,4,5,4,2500,15.0,1,0,4600.0,No
